glpostingdate,timestamp,aftercloseflag,sourcename,glaccountid,glaccountname,deptname,divisionname,deptid,dividx,username,ref1,sourceidx,drcr,amount,dr,cr,reportdate,astitle,ascompanyname,rolluppayments,ponum
10/8/25 0:00,10/8/25 8:04,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,"Great Lakes Packers, Inc. `197041Bellevue, OH",10,D,26434.48,26434.48,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",918,
10/8/25 0:00,10/8/25 14:03,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,"Consumer Fresh Produce, Inc.`199003Pittsburgh",10,C,-4800,0,4800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",2,
10/8/25 0:00,10/8/25 14:03,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,"Consumer Fresh Produce, Inc.`199003Pittsburgh",10,D,5000,5000,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",3,
10/8/25 0:00,10/8/25 14:04,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,North American Produce`199575Philadelphia,10,C,-5800,0,5800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",31,
10/8/25 0:00,10/8/25 14:04,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,North American Produce`199575Philadelphia,10,D,5950,5950,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",32,
10/8/25 0:00,10/8/25 14:04,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,Matranas Produce Inc`200294LA,10,C,-5500,0,5500,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",33,
10/8/25 0:00,10/8/25 14:04,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,Matranas Produce Inc`200294LA,10,D,5000,5000,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",34,
10/8/25 0:00,10/8/25 14:05,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,"Consumer Fresh Produce, Inc.`200380Pittsburgh",10,C,-4800,0,4800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",55,
10/8/25 0:00,10/8/25 14:05,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,"Consumer Fresh Produce, Inc.`200380Pittsburgh",10,D,5000,5000,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",56,
10/8/25 0:00,10/8/25 14:06,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,North American Produce`200679Philadelphia,10,C,-5500,0,5500,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",81,
10/8/25 0:00,10/8/25 14:06,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,North American Produce`200679Philadelphia,10,D,5800,5800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",82,
10/8/25 0:00,10/8/25 14:06,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,"Bay Shore Produce`202244Miami, FL",10,C,-7800,0,7800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",83,
10/8/25 0:00,10/8/25 14:06,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,"Bay Shore Produce`202244Miami, FL",10,D,7700,7700,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",84,
10/8/25 0:00,10/8/25 14:08,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,AMERIFRESH - YAKIMA`203053USF- Cincinnati,10,C,-5800,0,5800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",110,
10/8/25 0:00,10/8/25 14:08,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,AMERIFRESH - YAKIMA`203053USF- Cincinnati,10,D,6100,6100,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",111,
10/8/25 0:00,10/8/25 14:09,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,O.K. Produce`203297Ca,10,C,-1800,0,1800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",112,
10/8/25 0:00,10/8/25 14:09,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,O.K. Produce`203297Ca,10,D,1900,1900,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",113,
10/8/25 0:00,10/8/25 14:10,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,"Bay Shore Produce`203352Miami, FL",10,C,-7000,0,7000,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",114,
10/8/25 0:00,10/8/25 14:10,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,"Bay Shore Produce`203352Miami, FL",10,D,7900,7900,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",115,
10/8/25 0:00,10/8/25 14:10,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,O.K. Produce`203480Ca,10,C,-1800,0,1800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",135,
10/8/25 0:00,10/8/25 14:10,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,O.K. Produce`203480Ca,10,D,1900,1900,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",136,
10/8/25 0:00,10/8/25 14:53,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"WinCo Foods`200214Woodburn, OR",10,C,-2200,0,2200,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",642,
10/8/25 0:00,10/8/25 14:53,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"WinCo Foods`200214Woodburn, OR",10,D,2320,2320,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",643,
10/8/25 0:00,10/10/25 7:48,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Bob Evans Farms`203342Lima, OH",10,D,4008.96,4008.96,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",253,
10/8/25 0:00,10/10/25 7:48,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Bob Evans Farms`203342Lima, OH",10,D,803.23,803.23,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",255,
10/8/25 0:00,10/10/25 7:48,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Bob Evans Farms`203341Lima, OH",10,D,3958.5,3958.5,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",256,
10/8/25 0:00,10/10/25 7:48,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Bob Evans Farms`203341Lima, OH",10,D,803.23,803.23,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",258,
10/8/25 0:00,10/10/25 7:49,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,Economy Produce & Vegetable Co.`203491Ohio,10,D,4600,4600,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",259,
10/8/25 0:00,10/10/25 8:02,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Mrs. Dennis' Potato Farm, Inc.`203654Wauseon, OH",10,D,5000,5000,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",310,
10/8/25 0:00,10/10/25 8:02,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,O.K. Produce`203486Ca,10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",311,
10/8/25 0:00,10/10/25 8:02,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,O.K. Produce`203599Ca,10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",312,
10/8/25 0:00,10/10/25 8:03,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,O.K. Produce`203482Ca,10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",313,
10/8/25 0:00,10/10/25 8:03,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Progressive Produce Corp.`203573La Mirada, CA",10,D,1997,1997,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",314,
10/8/25 0:00,10/10/25 8:03,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Progressive Produce Corp.`203564La Mirada, CA",10,D,1997,1997,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",22,
10/8/25 0:00,10/10/25 8:03,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Progressive Produce Corp.`203596La Mirada, CA",10,D,1997,1997,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",23,
10/8/25 0:00,10/10/25 8:05,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Spartan Stores, Inc`203366FARGO",10,D,3400,3400,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",24,
10/8/25 0:00,10/10/25 8:05,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Spartan Stores, Inc`203361MI",10,D,4700,4700,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",49,
10/8/25 0:00,10/10/25 8:06,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,US Foodservice- Chicago`203591IL,10,D,3775,3775,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",77,
10/8/25 0:00,10/13/25 14:58,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,E. ARMATA PRODUCE`203536NEW YORK,10,C,-152,0,152,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",79,
10/8/25 0:00,10/13/25 14:58,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,E. ARMATA PRODUCE`203536NEW YORK,10,C,-138,0,138,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",80,
10/8/25 0:00,10/15/25 13:27,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Spartan Stores, Inc`203361MI",10,C,-4700,0,4700,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",6,
10/8/25 0:00,10/15/25 13:27,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Spartan Stores, Inc`203361MI",10,D,4729,4729,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",7,
10/8/25 0:00,10/15/25 13:28,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Spartan Stores, Inc`203366FARGO",10,C,-3400,0,3400,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",14,
10/8/25 0:00,10/15/25 13:28,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Spartan Stores, Inc`203366FARGO",10,D,3430,3430,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",15,
10/8/25 0:00,10/15/25 13:32,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`203564La Mirada, CA",10,C,-1997,0,1997,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",63,
10/8/25 0:00,10/15/25 13:32,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`203564La Mirada, CA",10,D,1897,1897,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",64,
10/8/25 0:00,10/15/25 13:33,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`203596La Mirada, CA",10,C,-1997,0,1997,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",88,
10/8/25 0:00,10/15/25 13:33,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`203596La Mirada, CA",10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",89,
10/8/25 0:00,10/15/25 13:35,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Mrs. Dennis' Potato Farm, Inc.`203654Wauseon, OH",10,C,-5000,0,5000,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",212,
10/8/25 0:00,10/15/25 13:35,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Mrs. Dennis' Potato Farm, Inc.`203654Wauseon, OH",10,D,4950,4950,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",213,
10/8/25 0:00,10/22/25 14:09,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,MARY,US Foodservice- Chicago`203591IL,10,C,-3775,0,3775,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",364,
10/8/25 0:00,10/22/25 14:09,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,MARY,US Foodservice- Chicago`203591IL,10,D,3750,3750,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",365,
10/9/25 0:00,10/10/25 15:05,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Bob Evans Farms`203344Lima, OH",10,D,4002,4002,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",25,
10/9/25 0:00,10/10/25 15:05,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Bob Evans Farms`203344Lima, OH",10,D,803.23,803.23,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",27,
10/9/25 0:00,10/10/25 15:06,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Bob Evans Farms`203343Lima, OH",10,D,4019.4,4019.4,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",28,
10/9/25 0:00,10/10/25 15:06,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Bob Evans Farms`203343Lima, OH",10,D,803.23,803.23,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",30,
10/9/25 0:00,10/10/25 15:08,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"E. W. Kean Co Inc`203613Philadelphia, PA",10,D,6350,6350,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",50,
10/9/25 0:00,10/10/25 15:16,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Mrs. Dennis' Potato Farm, Inc.`203655Wauseon, OH",10,D,5000,5000,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",107,
10/9/25 0:00,10/10/25 15:16,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,North American Produce`203582Philadelphia,10,D,6200,6200,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",108,
10/9/25 0:00,10/10/25 15:16,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,North American Produce`203727Philadelphia,10,D,6300,6300,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",109,
10/9/25 0:00,10/10/25 15:16,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,O.K. Produce`203487Ca,10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",128,
10/9/25 0:00,10/10/25 15:16,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,O.K. Produce`203485Ca,10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",129,
10/9/25 0:00,10/10/25 15:16,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,O.K. Produce`203602Ca,10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",130,
10/9/25 0:00,10/10/25 15:16,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,O.K. Produce`203601Ca,10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",131,
10/9/25 0:00,10/10/25 15:16,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,O.K. Produce`203600Ca,10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",132,
10/9/25 0:00,10/10/25 15:17,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,O.K. Produce`203604Ca,10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",148,
10/9/25 0:00,10/10/25 15:17,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Performance Foodservice `203473Dever, Co",10,D,6400,6400,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",149,
10/9/25 0:00,10/10/25 15:17,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,Pro*Act`203597HillCrest Foodservice,10,D,5800,5800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",150,
10/9/25 0:00,10/10/25 15:18,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Progressive Produce Corp.`203571La Mirada, CA",10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",170,
10/9/25 0:00,10/10/25 15:18,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Progressive Produce Corp.`203646La Mirada, CA",10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",171,
10/9/25 0:00,10/10/25 15:18,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Progressive Produce Corp.`203598La Mirada, CA",10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",183,
10/9/25 0:00,10/10/25 15:18,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Progressive Produce Corp.`203642La Mirada, CA",10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",184,
10/9/25 0:00,10/10/25 15:18,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Progressive Produce Corp.`203640La Mirada, CA",10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",185,
10/9/25 0:00,10/10/25 15:19,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Progressive Produce Corp.`203645La Mirada, CA",10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",186,
10/9/25 0:00,10/10/25 15:19,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Progressive Produce Corp.`203643La Mirada, CA",10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",197,
10/9/25 0:00,10/10/25 15:19,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Progressive Produce Corp.`203641La Mirada, CA",10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",198,
10/9/25 0:00,10/10/25 15:20,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"UNITED SALAD CO`203665Portland, OR",10,D,2200,2200,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",228,
10/9/25 0:00,10/10/25 15:20,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"WinCo Foods`203688Woodburn, OR",10,D,2600,2600,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",229,
10/9/25 0:00,10/15/25 11:43,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,STEVE,W.R. Vernon Produce Co. Inc.`203650NC,10,D,6300,6300,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",946,
10/9/25 0:00,10/15/25 12:24,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,CLINT,Pro*Act`203597HillCrest Foodservice,10,C,-5800,0,5800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",978,
10/9/25 0:00,10/15/25 12:24,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,CLINT,Pro*Act`203597HillCrest Foodservice,10,D,7100,7100,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",979,
10/9/25 0:00,10/15/25 12:52,N,AP Voucher Entry,655,Freight,Rigby Produce,Rigby Produce,1,1,MARY,"Booth Delivery Service, Inc`118420GREAT PLAINS FOOD BANK 203366",7,D,250,250,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",35,
10/9/25 0:00,10/15/25 13:10,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,O.K. Produce`203602Ca,10,C,-1800,0,1800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",611,
10/9/25 0:00,10/15/25 13:10,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,O.K. Produce`203602Ca,10,D,1900,1900,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",612,
10/9/25 0:00,10/15/25 13:11,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,O.K. Produce`203601Ca,10,C,-1800,0,1800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",613,
10/9/25 0:00,10/15/25 13:11,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,BEAU,O.K. Produce`203601Ca,10,D,1900,1900,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",614,
10/9/25 0:00,10/15/25 13:33,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`203571La Mirada, CA",10,C,-1800,0,1800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",86,
10/9/25 0:00,10/15/25 13:33,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`203571La Mirada, CA",10,D,1897,1897,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",87,
10/9/25 0:00,10/15/25 13:33,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`203640La Mirada, CA",10,C,-1800,0,1800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",116,
10/9/25 0:00,10/15/25 13:33,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`203640La Mirada, CA",10,D,1897,1897,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",117,
10/9/25 0:00,10/15/25 13:33,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`203641La Mirada, CA",10,C,-1800,0,1800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",118,
10/9/25 0:00,10/15/25 13:33,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`203641La Mirada, CA",10,D,1977,1977,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",119,
10/9/25 0:00,10/15/25 13:34,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`203642La Mirada, CA",10,C,-1800,0,1800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",120,
10/9/25 0:00,10/15/25 13:34,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`203642La Mirada, CA",10,D,1897,1897,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",121,
10/9/25 0:00,10/15/25 13:36,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"WinCo Foods`203688Woodburn, OR",10,C,-2600,0,2600,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",218,
10/9/25 0:00,10/15/25 13:36,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"WinCo Foods`203688Woodburn, OR",10,D,2620,2620,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",20,
10/9/25 0:00,10/17/25 9:51,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,MARY,North American Produce`203727Philadelphia,10,C,-6300,0,6300,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",38,
10/9/25 0:00,10/17/25 9:51,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,MARY,North American Produce`203727Philadelphia,10,D,2211,2211,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",39,
10/9/25 0:00,10/17/25 9:51,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,MARY,North American Produce`203727Philadelphia,10,C,-2211,0,2211,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",40,
